,MASTER FILE NUMBER,INVESTIGATING AGENCY,LOCAL CODE,COLLISION STATUS CODE,COUNTY NAME,ROADWAY NUMBER,BLOCK/HOUSE #,ROADWAY NAME,ROADWAY SUFFIX,ROADWAY DIRECTION CODE,GPS LATITUDE DECIMAL,GPS LONGITUDE DECIMAL,MILEPOINT DERIVED,COLLISION DATE,COLLISION TIME,INTERSECTION ROADWAY #,INTERSECTION ROADWAY NAME,INTERSECTION ROADWAY SFX,BETWEEN STREET ROADWAY # 1,BETWEEN STREET ROADWAY NAME 1,BETWEEN STREET ROADWAY SFX 1,BETWEEN STREET ROADWAY # 2,BETWEEN STREET ROADWAY NAME 2,BETWEEN STREET ROADWAY SFX 2,UNITS INVOLVED,MOTOR VEHICLES INVOLVED,KILLED,INJURED,WEATHER CODE,WEATHER,ROADWAY CONDITION CODE,ROADWAY CONDITION,HIT & RUN INDICATOR,ROADWAY TYPE CODE,ROADWAY TYPE,DIRECTIONAL ANALYSIS CODE,DIRECTIONAL ANALYSIS,MANNER OF COLLISION CODE,MANNER OF COLLISION,ROADWAY CHARACTER CODE,ROADWAY CHARACTER,LIGHT CONDITION CODE,LIGHT CONDITION,RAMP FROM ROADWAY ID,RAMP TO ROADWAY ID,SECONDARY COLLISION INDICATOR,hour,minute,Date,Latitude,Longitude,geometry,index_right
77004,71175141,LOUISVILLE METRO POLICE DEPT,8012055260,AC,56,,,DENA,DR   ,,38.1919257,-85.8020252,0.088,7/12/2012,1455,,,,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,5.0,LOCAL STREET,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,14,55,2012-07-12 14:55:00,38.1919257,-85.8020252,POINT (-85.8020252 38.1919257),0
77221,71176195,LOUISVILLE METRO POLICE DEPT,8012056193,AC,56,KY0061  ,,JACKSON,ST   ,S ,38.2419605,-85.7461425,12.067,7/15/2012,1851,,LAMPTON,ST   ,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,7.0,STATE,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,18,51,2012-07-15 18:51:00,38.2419605,-85.7461425,POINT (-85.7461425 38.2419605),0
77336,71177165,LOUISVILLE METRO POLICE DEPT,8012055701,AC,56,US0150  ,,22ND,ST   ,N ,38.2624011,-85.7859004,0.57,7/13/2012,1051,,,,,DUNCAN,ST   ,,COLUMBIA,ST   ,2,1,0,1,2.0,CLEAR,1.0,DRY,Y,2.0,FEDERAL,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,5.0,DARK-HWY LIGHTED/ON,,,N,10,51,2012-07-13 10:51:00,38.2624011,-85.7859004,POINT (-85.7859004 38.2624011),0
77409,71177260,LOUISVILLE METRO POLICE DEPT,8012056823,AC,56,,,NORTHWESTERN,PKWY ,,38.2747671,-85.7922321,1.366,7/17/2012,2040,,,,,,,,,,2,1,0,0,2.0,CLEAR,1.0,DRY,N,5.0,LOCAL STREET,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,20,40,2012-07-17 20:40:00,38.2747671,-85.7922321,POINT (-85.79223210000001 38.2747671),0
77827,71179103,LOUISVILLE METRO POLICE DEPT,8012058368,AC,56,US0031E ,,BARDSTOWN,RD   ,,38.2387768,-85.7215351,15.464,7/23/2012,1153,,,,,GRINSTEAD,DR   ,KY1703,BAXTER,AVE  ,2,1,0,1,2.0,CLEAR,1.0,DRY,N,2.0,FEDERAL,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,11,53,2012-07-23 11:53:00,38.2387768,-85.7215351,POINT (-85.7215351 38.2387768),0
77980,71179829,LOUISVILLE METRO POLICE DEPT,8012058782,AC,56,,,MEADE,AVE  ,,38.210443,-85.7273398,0.085,7/24/2012,1825,,ENGLISH,AVE  ,,,,,,,2,1,0,1,3.0,CLOUDY,1.0,DRY,N,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,18,25,2012-07-24 18:25:00,38.210443,-85.7273398,POINT (-85.7273398 38.210443),0
78006,71180197,LOUISVILLE METRO POLICE DEPT,8012058967,AC,56,,,GOLDSMITH,LN   ,,38.2084517,-85.6526874,0.262,7/25/2012,1205,,,,,RIO RITA,AVE  ,,DELL BROOKE,AVE  ,2,1,0,1,2.0,CLEAR,1.0,DRY,N,5.0,LOCAL STREET,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,12,05,2012-07-25 12:05:00,38.2084517,-85.6526874,POINT (-85.6526874 38.2084517),0
78018,71180221,LOUISVILLE METRO POLICE DEPT,8012059099,AC,56,,,BROWNS,LN   ,,38.2303465,-85.6249668,1.972,7/25/2012,1835,,LYNNBROOK,DR   ,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,1.0,COUNTY ROAD,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,18,35,2012-07-25 18:35:00,38.2303465,-85.6249668,POINT (-85.6249668 38.2303465),0
78113,71180832,LOUISVILLE METRO POLICE DEPT,8012059537,AC,56,US0031W ,,DR W J HODGE,ST   ,,38.2520777,-85.7860228,19.851,7/27/2012,1100,,CHESTNUT,ST   ,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,2.0,FEDERAL,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,11,00,2012-07-27 11:00:00,38.2520777,-85.7860228,POINT (-85.7860228 38.2520777),0
78180,71181365,LOUISVILLE METRO POLICE DEPT,8012055530,AC,56,US0031W ,,2ND,ST   ,S ,38.2548491,-85.7535754,22.037,7/13/2012,1258,US0031E ,MARKET,ST   ,,,,,,,2,1,0,0,2.0,CLEAR,1.0,DRY,N,2.0,FEDERAL,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,12,58,2012-07-13 12:58:00,38.2548491,-85.7535754,POINT (-85.7535754 38.2548491),0
78215,71181506,LOUISVILLE METRO POLICE DEPT,8012059724,AC,56,KY1020  ,,3RD,ST   ,S ,38.2137362,-85.7622841,9.868,7/27/2012,2121,US0060A ,EASTERN,PKWY ,,,,,,,2,1,0,1,6.0,RAINING,5.0,WET,Y,7.0,STATE,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,5.0,DARK-HWY LIGHTED/ON,,,N,21,21,2012-07-27 21:21:00,38.2137362,-85.7622841,POINT (-85.7622841 38.2137362),0
78380,71182077,LOUISVILLE METRO POLICE DEPT,8012060358,AC,56,KY2054  ,,ALGONQUIN,PKWY ,,38.2200231,-85.7773392,2.522,7/30/2012,1345,,7TH,ST   ,,,,,,,2,1,0,1,3.0,CLOUDY,1.0,DRY,N,7.0,STATE,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,13,45,2012-07-30 13:45:00,38.2200231,-85.7773392,POINT (-85.7773392 38.2200231),0
78435,71182134,LOUISVILLE METRO POLICE DEPT,8012060401,AC,56,US0031W ,,MARKET,ST   ,W ,38.2554281,-85.7590292,21.722,7/30/2012,1605,,,,,5TH,ST   ,,6TH,ST   ,2,1,0,1,2.0,CLEAR,1.0,DRY,N,2.0,FEDERAL,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,16,05,2012-07-30 16:05:00,38.2554281,-85.7590292,POINT (-85.7590292 38.2554281),0
78469,71182546,LOUISVILLE METRO POLICE DEPT,8012060718,AC,56,KY1020  ,,2ND,ST   ,S ,38.2455781,-85.7549697,12.085,7/31/2012,1715,,,,,JACOB,ST   ,US0150,BROADWAY,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,7.0,STATE,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,17,15,2012-07-31 17:15:00,38.2455781,-85.7549697,POINT (-85.7549697 38.2455781),0
78724,71184175,LOUISVILLE METRO POLICE DEPT,8012061861,AC,56,KY1931  ,,GREENWOOD,RD   ,,38.1445402,-85.8642844,1.798,8/4/2012,1429,,COLUMBINE,DR   ,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,7.0,STATE,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,14,29,2012-08-04 14:29:00,38.1445402,-85.8642844,POINT (-85.8642844 38.1445402),0
78725,71184176,LOUISVILLE METRO POLICE DEPT,8012061872,AC,56,,,4TH,ST   ,S ,38.2051376,-85.7655794,3.588,8/4/2012,1457,,CENTRAL,AVE  ,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,14,57,2012-08-04 14:57:00,38.2051376,-85.7655794,POINT (-85.76557939999999 38.2051376),0
78790,71184730,LOUISVILLE METRO POLICE DEPT,8012062483,AC,56,,,PEE WEE REESE,RD   ,,38.246015,-85.665699,2.065,8/6/2012,1900,,,,,ROCK CREEK,DR   ,KY2048,CANNONS,LN   ,2,1,0,1,2.0,CLEAR,1.0,DRY,N,5.0,LOCAL STREET,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,19,00,2012-08-06 19:00:00,38.246015,-85.665699,POINT (-85.665699 38.246015),0
78826,71184712,LOUISVILLE METRO POLICE DEPT,8012062387,AC,56,,,CHAMBERLAIN,LN   ,,38.3092066,-85.5600538,3.399,8/6/2012,1435,,,,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,1.0,COUNTY ROAD,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,14,35,2012-08-06 14:35:00,38.3092066,-85.5600538,POINT (-85.56005380000001 38.3092066),0
78979,71185729,LOUISVILLE METRO POLICE DEPT,8012061866,AC,56,KY0061  ,,PRESTON,ST   ,S ,38.2407961,-85.7483218,12.055,8/4/2012,1400,,,,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,7.0,STATE,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,14,00,2012-08-04 14:00:00,38.2407961,-85.7483218,POINT (-85.7483218 38.2407961),0
79116,71187020,LOUISVILLE METRO POLICE DEPT,8012058189,AC,56,,,COLUMBIA,AVE  ,,38.1508045,-85.8479443,0.25,7/22/2012,1546,,KENTUCKY,AVE  ,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,1.0,COUNTY ROAD,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,15,46,2012-07-22 15:46:00,38.1508045,-85.8479443,POINT (-85.84794429999999 38.1508045),0
79229,71187248,LOUISVILLE METRO POLICE DEPT,8012063959,AC,56,,,DIXIE,HWY  ,,38.2489611,-85.7820492,0.005,8/11/2012,1900,US0150  ,BROADWAY,,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,19,00,2012-08-11 19:00:00,38.2489611,-85.7820492,POINT (-85.7820492 38.2489611),0
79468,71188552,LOUISVILLE METRO POLICE DEPT,8012065081,AC,56,US0031E ,,MARKET,ST   ,W ,38.2549938,-85.7532875,17.774,8/15/2012,1718,US0031W ,2ND,ST   ,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,2.0,FEDERAL,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,17,18,2012-08-15 17:18:00,38.2549938,-85.7532875,POINT (-85.7532875 38.2549938),0
79700,71189527,LOUISVILLE METRO POLICE DEPT,8012065965,AC,56,,5022.0,LESABRE,DR   ,,38.1662013,-85.8255786,0.04,8/18/2012,1700,,,,,,,,,,2,1,0,0,2.0,CLEAR,1.0,DRY,N,5.0,LOCAL STREET,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,17,00,2012-08-18 17:00:00,38.1662013,-85.8255786,POINT (-85.8255786 38.1662013),0
80118,71191490,LOUISVILLE METRO POLICE DEPT,8012067542,AC,56,US0042  ,,BROWNSBORO,RD   ,,38.258421,-85.7003631,1.935,8/24/2012,0816,,IDLEWYLDE,DR   ,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,2.0,FEDERAL,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,08,16,2012-08-24 08:16:00,38.258421,-85.7003631,POINT (-85.7003631 38.258421),0
80143,71192119,LOUISVILLE METRO POLICE DEPT,8012065689,AC,56,,,GOLDSMITH,LN   ,,38.2064035,-85.6727827,0.806,8/17/2012,1755,,,,,BELMONT,RD   ,,SUMNER,RD   ,2,1,0,1,2.0,CLEAR,1.0,DRY,N,5.0,LOCAL STREET,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,17,55,2012-08-17 17:55:00,38.2064035,-85.6727827,POINT (-85.6727827 38.2064035),0
80171,71191623,SHIVELY POLICE DEPARTMENT,0412001460,AC,56,US0031W ,,DIXIE,HWY  ,,38.1923028,-85.8079149,15.361,7/30/2012,1553,,,,,CRUMS,LN   ,US0060A,7TH STREET,RD   ,2,1,0,1,2.0,CLEAR,1.0,DRY,N,2.0,FEDERAL,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,15,53,2012-07-30 15:53:00,38.1923028,-85.8079149,POINT (-85.8079149 38.1923028),0
80192,71192126,LOUISVILLE METRO POLICE DEPT,8012066648,AC,56,US0031E ,,BAXTER,AVE  ,,38.2402621,-85.7242726,15.653,8/21/2012,0920,,HIGHLAND,AVE  ,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,2.0,FEDERAL,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,09,20,2012-08-21 09:20:00,38.2402621,-85.7242726,POINT (-85.72427260000001 38.2402621),0
80219,71192244,LOUISVILLE METRO POLICE DEPT,8012067718,AC,56,KY3064  ,,PORTLAND,AVE  ,,38.2717248,-85.7918435,0.557,8/24/2012,1828,,,,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,7.0,STATE,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,18,28,2012-08-24 18:28:00,38.2717248,-85.7918435,POINT (-85.7918435 38.2717248),0
80225,71192256,LOUISVILLE METRO POLICE DEPT,8012067798,AC,56,,2700.0,CEDAR,ST   ,,38.2567497,-85.7957937,1.208,8/25/2012,0022,,,,,,,,,,2,1,0,0,2.0,CLEAR,1.0,DRY,N,5.0,LOCAL STREET,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,5.0,DARK-HWY LIGHTED/ON,,,N,00,22,2012-08-25 00:22:00,38.2567497,-85.7957937,POINT (-85.7957937 38.2567497),0
80275,71192264,LOUISVILLE METRO POLICE DEPT,8012067838,AC,56,,,2ND,ST   ,S ,38.2034347,-85.7631976,2.253,8/25/2012,0905,,CENTRAL STATION,BLVD ,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,09,05,2012-08-25 09:05:00,38.2034347,-85.7631976,POINT (-85.7631976 38.2034347),0
80444,71193203,LOUISVILLE METRO POLICE DEPT,8012068767,AC,56,,,TRAPPERS,TRL  ,,38.2033976,-85.8321425,0.009,8/28/2012,1518,KY1934  ,CANE RUN,RD   ,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,15,18,2012-08-28 15:18:00,38.2033976,-85.8321425,POINT (-85.8321425 38.2033976),0
80660,71194002,LOUISVILLE METRO POLICE DEPT,8012069130,AC,56,US0150  ,,BROADWAY,,E ,38.2453271,-85.7474973,2.97,8/29/2012,1850,KY0061  ,PRESTON,ST   ,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,2.0,FEDERAL,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,3.0,DUSK,,,N,18,50,2012-08-29 18:50:00,38.2453271,-85.7474973,POINT (-85.74749730000001 38.2453271),0
80858,71195420,LOUISVILLE METRO POLICE DEPT,8012069870,AC,56,,,ZORN,AVE  ,,38.2666184,-85.6906418,0.873,9/1/2012,0830,,CLEVELAND,BLVD ,,,,,,,2,1,0,1,3.0,CLOUDY,1.0,DRY,N,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,4.0,STRAIGHT & GRADE,2.0,DAYLIGHT,,,N,08,30,2012-09-01 08:30:00,38.2666184,-85.6906418,POINT (-85.69064179999999 38.2666184),0
81106,71196601,LOUISVILLE METRO POLICE DEPT,8012071017,AC,56,US0031W ,,DIXIE,HWY  ,,38.0823887,-85.8816424,6.713,9/5/2012,1516,,ORELL,RD   ,,,,,,,2,1,0,1,3.0,CLOUDY,1.0,DRY,N,2.0,FEDERAL,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,15,16,2012-09-05 15:16:00,38.0823887,-85.8816424,POINT (-85.8816424 38.0823887),0
81127,71196550,LOUISVILLE METRO POLICE DEPT,8012070714,AC,56,US0060A ,,BERRY,BLVD ,,38.19662,-85.7987078,0.609,9/4/2012,1545,,,,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,2.0,FEDERAL,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,15,45,2012-09-04 15:45:00,38.19662,-85.7987078,POINT (-85.7987078 38.19662),0
81246,71197021,LOUISVILLE METRO POLICE DEPT,8012071294,AC,56,,5913.0,BAY HARBOR,DR   ,,38.1726035,-85.6391492,0.402,9/6/2012,1627,,,,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,1.0,COUNTY ROAD,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,16,27,2012-09-06 16:27:00,38.1726035,-85.6391492,POINT (-85.63914920000001 38.1726035),0
81250,71197031,LOUISVILLE METRO POLICE DEPT,8012071317,AC,56,I 0264  ,,,,,38.2407888,-85.8165066,0.23,9/6/2012,100000,,HALE,AVE  ,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,4.0,INTERSTATE,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,3.0,CURVE & LEVEL,2.0,DAYLIGHT,,,N,10,00,2012-09-06 10:00:00,38.2407888,-85.8165066,POINT (-85.8165066 38.2407888),0
81657,71199076,LOUISVILLE METRO POLICE DEPT,8012072583,AC,56,US0031E ,,BARDSTOWN,RD   ,,38.2118428,-85.6716002,12.09,9/11/2012,1302,I 0264  ,I264 W EXIT16 OFF RAMP TO US31E N,,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,2.0,FEDERAL,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,13,02,2012-09-11 13:02:00,38.2118428,-85.6716002,POINT (-85.6716002 38.2118428),0
81679,71199301,LOUISVILLE METRO POLICE DEPT,8012072921,AC,56,KY1065  ,,OUTER,LOOP ,,38.1382579,-85.6804451,6.405,9/12/2012,1453,,NOLTEMEYER WYNDE,,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,7.0,STATE,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,14,53,2012-09-12 14:53:00,38.1382579,-85.6804451,POINT (-85.6804451 38.1382579),0
81698,71198968,LOUISVILLE METRO POLICE DEPT,8012072698,AC,56,US0060  ,,FRANKFORT,AVE  ,,38.2547044,-85.6887878,1.712,9/11/2012,1908,,KENNEDY,AVE  ,,,,,,,2,1,0,0,2.0,CLEAR,1.0,DRY,N,2.0,FEDERAL,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,19,08,2012-09-11 19:08:00,38.2547044,-85.6887878,POINT (-85.6887878 38.2547044),0
81900,71200497,LOUISVILLE METRO POLICE DEPT,8012060885,AC,56,,,NORRIS,PL   ,,38.2269728,-85.708405,0.393,8/1/2012,1117,,DEERWOOD,AVE  ,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,Y,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,11,17,2012-08-01 11:17:00,38.2269728,-85.708405,POINT (-85.708405 38.2269728),0
81909,71200512,LOUISVILLE METRO POLICE DEPT,8012073091,AC,56,KY0155  ,,TAYLORSVILLE,RD   ,,38.2231552,-85.672732,15.883,9/13/2012,0120,,GLADSTONE,AVE  ,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,7.0,STATE,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,5.0,DARK-HWY LIGHTED/ON,,,N,01,20,2012-09-13 01:20:00,38.2231552,-85.672732,POINT (-85.672732 38.2231552),0
81987,71200572,LOUISVILLE METRO POLICE DEPT,8012073562,AC,56,US0031E ,,BARDSTOWN,RD   ,,38.2384156,-85.7210864,15.428,9/14/2012,1650,,GRINSTEAD,DR   ,,,,,,,2,1,0,1,3.0,CLOUDY,1.0,DRY,N,2.0,FEDERAL,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,16,50,2012-09-14 16:50:00,38.2384156,-85.7210864,POINT (-85.7210864 38.2384156),0
82285,71201727,LOUISVILLE METRO POLICE DEPT,8012074602,AC,56,US0042  ,,STORY,AVE  ,,38.2558466,-85.728299,0.256,9/18/2012,1528,,,,,,,,,,2,1,0,0,3.0,CLOUDY,1.0,DRY,N,2.0,FEDERAL,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,15,28,2012-09-18 15:28:00,38.2558466,-85.728299,POINT (-85.72829900000001 38.2558466),0
82303,71201847,SHIVELY POLICE DEPARTMENT,0412001503,AC,56,US0031W ,,DIXIE,HWY  ,,38.1759532,-85.8214224,14.0,8/5/2012,1333,,GAGEL,AVE  ,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,2.0,FEDERAL,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,13,33,2012-08-05 13:33:00,38.1759532,-85.8214224,POINT (-85.8214224 38.1759532),0
82342,71202411,LOUISVILLE METRO POLICE DEPT,8012074927,AC,56,,,OAK,ST   ,W ,38.234812,-85.7560779,0.044,9/19/2012,1735,,,,,1ST,ST   ,KY1020,2ND,ST   ,2,1,0,1,2.0,CLEAR,1.0,DRY,Y,5.0,LOCAL STREET,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,17,35,2012-09-19 17:35:00,38.234812,-85.7560779,POINT (-85.75607789999999 38.234812),0
82365,71202673,LOUISVILLE METRO POLICE DEPT,8012075096,AC,56,KY1447  ,,WESTPORT,RD   ,,38.2634858,-85.628924,1.678,9/20/2012,1020,,,,,AMBRIDGE,DR   ,,WALSER,RD   ,2,1,0,1,2.0,CLEAR,1.0,DRY,N,7.0,STATE,37.0,COLLISION WITH BICYCLIST,9.0,SINGLE VEHICLE,3.0,CURVE & LEVEL,2.0,DAYLIGHT,,,N,10,20,2012-09-20 10:20:00,38.2634858,-85.628924,POINT (-85.628924 38.2634858),0
82525,71203511,LOUISVILLE METRO POLICE DEPT,8012075169,AC,56,,,FLOYD,ST   ,S ,38.2467049,-85.7494595,0.624,9/15/2012,1100,,GRAY,ST   ,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,Y,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,2.0,DAYLIGHT,,,N,11,00,2012-09-15 11:00:00,38.2467049,-85.7494595,POINT (-85.7494595 38.2467049),0
82844,71205139,LOUISVILLE METRO POLICE DEPT,8012076635,AC,56,,,CLAY,ST   ,S ,38.2448319,-85.7415217,0.693,9/26/2012,0047,US0150  ,BROADWAY,,,,,,,,2,1,0,1,6.0,RAINING,5.0,WET,Y,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,9.0,SINGLE VEHICLE,6.0,STRAIGHT & LEVEL,5.0,DARK-HWY LIGHTED/ON,,,N,00,47,2012-09-26 00:47:00,38.2448319,-85.7415217,POINT (-85.74152170000001 38.2448319),0
83568,1184144,LOUISVILLE METRO POLICE DEPT,8012081667,AC,56,,,MUHAMMAD ALI,BLVD ,,38.255616667,-85.7535,,10/14/2012,0115,,3RD,ST   ,,,,,,,2,1,0,1,2.0,CLEAR,1.0,DRY,N,5.0,LOCAL STREET,2.0,COLLISION WITH BICYCLE,1.0,ANGLE,6.0,STRAIGHT & LEVEL,5.0,DARK-HWY LIGHTED/ON,,,,01,15,2012-10-14 01:15:00,38.255616667,-85.7535,POINT (-85.7535 38.255616667),0
